Timestamp,Soil_Moisture(%),Irrigation_Amount(mm/day),Rainfall(mm/day),Reference_Evapotranspiration(mm/day),Crop_Coefficient,Temperature(°C),Humidity(%),Wind_Speed(m/s),Solar_Radiation(MJ/m²)
2010-01-01,16.030667413340183,0.0,7.776239763906159,0.7712683964493197,0.75,38.438805936943695,42.85359187600101,2.7802225814826893,9.584481214913296
2010-01-02,21.98286112875804,0.0,10.637804369378767,0.9402062672937812,0.45,21.466385199844318,42.91897494901629,3.9279128214154255,13.618225581462758
2010-01-03,27.22813695418244,0.0,10.558082584400275,0.5,0.95,20.715521650314358,55.30407838183432,0.5345487866700744,10.300558157044607
2010-01-04,29.896445268079386,6.858373966931475,0.0,0.7972652046846596,0.55,23.08286899175905,32.01667319139533,2.9639282623502607,11.034032147854319
2010-01-05,35.24037061801229,0.0,12.021030569613053,0.8025918240811096,0.85,21.474381321468055,50.95389090082514,3.421714879037341,13.061366246020096
2010-01-06,27.561055592701848,0.0,0.0,0.5,0.45,23.473292525901883,58.79314986273501,1.5156293944062829,10.673127685561024
2010-01-07,24.404612945708248,0.0,0.0,0.8896379727186992,0.45,29.465753405056443,81.76953410424659,5.133212717322133,12.075149718671732
2010-01-08,28.513010135599558,0.0,9.073164614375075,0.5689221695981598,0.45,22.579338050561407,61.04077283904733,2.421426946442388,11.370618342423816
2010-01-09,31.888571173937844,0.0,9.068540492859487,0.6047824397330239,0.95,17.559235524493843,64.37842706309654,2.8481104673152333,12.258736013407637
2010-01-10,31.76528450987709,0.0,6.5501643349739345,0.5066169616988656,0.85,22.734869234249757,72.46713770575009,2.758095749103032,7.238521788953006
2010-01-11,33.64636138262011,0.0,8.875424941518055,0.5,0.55,21.39092253476522,40.53013616657415,0.3438383661134159,8.340636369583834
2010-01-12,33.118677049383706,0.0,8.183951848957578,1.029529172231808,0.55,31.001761784666698,52.523760064435216,4.513128107526066,13.231934012093676
2010-01-13,32.62434600540462,0.0,7.175392597329417,0.5,0.45,29.906640322374045,91.38118887705839,1.5667218473711437,14.074362811298101
2010-01-14,27.048873590239772,0.0,0.0,0.6268696555834912,0.55,24.75684013219565,53.81316666423237,2.6452192268913954,10.179026592936957
2010-01-15,35.144452448096615,0.0,15.118976062075586,0.7183544395678223,0.75,17.993048385963217,71.74646123173311,3.8964915019169934,11.511943295657732
2010-01-16,35.34662792567913,0.0,10.788466043759202,0.9388899533723002,0.55,18.424071633962143,69.4560681575966,5.191355139216801,12.589438505804603
2010-01-17,34.11024804071609,0.0,8.799492299788177,0.6474786066153632,0.45,24.795197883263825,32.828294284184665,1.3801015771547411,13.386435203317408
2010-01-18,36.15289477055611,0.0,11.894879642093278,0.513069556161686,0.75,26.566439175412494,59.657189155089,2.330274621608359,7.944645456658303
2010-01-19,33.0683843614177,0.0,7.956895610648804,0.9673194848850805,0.85,23.176098149932614,57.20121208307839,5.07362794501073,10.227919506043246
2010-01-20,34.219493916346636,0.0,9.676489227204957,0.7663548588765168,0.65,22.811848695887473,59.94938181760652,3.69557081891317,11.33484124030025
2010-01-21,33.88613883489742,0.0,9.541099092336086,0.950115338743823,0.95,22.411232830047897,43.688312803134096,4.006757038577413,13.406280394472098
2010-01-22,35.2625920146431,0.0,10.778697826512246,0.7351857826830832,0.55,25.419791420543984,38.24620732131761,1.4233023963357483,16.99686096744299
2010-01-23,39.01938668771128,0.0,15.55662608310488,0.5832955690851225,0.75,13.783433668541408,47.85984999968723,2.431185705110163,11.543988546380564
2010-01-24,37.2536889498936,0.0,12.387279448564634,0.5995055995177951,0.65,20.350000918587522,53.53307504373696,2.7482468514293537,9.186045075792023
2010-01-25,27.66305334248404,0.0,0.0,0.5,0.85,22.879625664822978,72.77476671400474,1.713157863985539,12.804536154402596
2010-01-26,24.571748008235637,0.0,0.0,0.5,0.65,32.20945200088277,82.25966229588411,0.48814556148913946,14.64199157908142
2010-01-27,21.689573207412074,0.0,0.0,0.5,0.85,22.258687715859665,75.94896769334767,2.2342521618546063,12.216028241959002
2010-01-28,24.635857561704828,6.507432596055062,0.0,0.9246134035840927,0.45,27.38463412656014,67.90277816172767,5.031432299376645,10.186702909691414
2010-01-29,27.75304247708906,0.0,7.981829314269785,0.9013362536613851,0.45,27.768216463683487,39.93489606550615,3.088760198340744,13.915987882960039
2010-01-30,29.00127704752677,0.0,6.8334115729262255,1.1594945911032182,0.95,33.276920929461696,48.86655737515757,5.061436370360065,13.32709123699687
2010-01-31,32.14353831402041,7.929826616998449,0.0,0.7346985823182779,0.95,33.25064253642052,58.14889078619497,3.268531371344279,9.947838311608752
2010-02-01,34.7975421236159,0.0,10.687236579136922,0.6346071268704238,0.85,26.799194594546464,45.513414428857374,1.8529384056180562,12.762851235068684
2010-02-02,31.933551385465627,0.0,6.473919689274532,0.9869533846656336,0.65,24.856732367708286,63.658084787919265,4.916428519847583,13.994531135317745
2010-02-03,26.5925364304903,0.0,0.0,0.734206607715312,0.95,24.060886201254547,65.80729162381431,3.3184892110018485,14.363780085117787
2010-02-04,31.817558968368388,0.0,11.164245589426079,0.888923656622623,0.55,26.31903701934729,63.044350938482026,4.442758248641096,11.867102049381089
2010-02-05,26.94763384525526,0.0,0.0,0.5,0.65,25.496850791293177,70.37701906836372,1.3975077433191427,11.283841107641361
2010-02-06,23.155907444512042,0.0,0.0,1.1546979118080982,0.95,30.576139781329168,41.431131794303894,4.5581344344217545,14.454547644162526
2010-02-07,29.11687114981093,0.0,11.775496919186715,0.853951137907611,0.65,30.048815957033653,68.99243056138296,4.603333913316298,9.579678994038229
2010-02-08,30.939063550784002,0.0,6.983693420905034,0.9161646358629301,0.55,31.04377465687634,44.56531824819706,3.4346507165348035,12.87715858184201
2010-02-09,35.901774126190716,0.0,12.19929395156964,0.5977782616986366,0.65,34.516886041589515,40.88596071035672,1.7896168712853262,9.259946745271142
2010-02-10,36.65217908805305,0.0,12.359432689401402,0.7733254583486271,0.65,37.66866861590266,62.98174201279573,2.930986756931082,14.130752544519206
2010-02-11,33.585514786995866,0.0,8.203584121088644,0.7533335560381054,0.75,29.109612577387598,73.23810343298472,3.9169367208573664,11.483908968777676
2010-02-12,26.832502834462726,0.0,0.0,0.829793392454887,0.85,34.11366503940105,62.320202295640144,3.3518550299048004,14.537166471294938
2010-02-13,31.793880649352086,0.0,10.723272050095268,0.8840576427462647,0.45,26.98613526915838,55.31206035658816,3.901624107161646,12.982825512711054
2010-02-14,26.403724358461297,0.0,0.0,0.9109028830963346,0.95,34.79556259015175,59.652307391522605,4.518368861479358,9.55355953987614
2010-02-15,29.643715487458454,0.0,8.709760490789751,0.6862703192095048,0.95,34.30212905639569,57.0464037710092,2.0273300199421183,14.849255464154487
2010-02-16,25.968170781384078,0.0,0.0,0.7486033235037161,0.95,34.158646072532704,38.11073655796909,1.2673865685597914,15.102490532855459
2010-02-17,33.78849175182173,8.975126298325442,4.760509791820511,0.920119586901124,0.85,29.70678958891674,36.36069782582627,2.943691797941637,13.76457298519843
2010-02-18,35.89839448778577,0.0,11.643805008750448,0.6195892793081952,0.65,26.012379409685412,53.81761180789818,2.5053852616951984,10.47682426992756
2010-02-19,35.04344313113049,0.0,10.174094136476343,0.8579757170811597,0.55,22.497078687638172,56.19785253653956,4.178769619734226,11.387972091285182
2010-02-20,34.52903901649395,0.0,9.401985299068265,0.5072116863214958,0.55,29.382872047180125,55.16998567551601,1.388252415511788,12.29085443481152
2010-02-21,34.43863486516246,0.0,9.560656224324976,0.9138070123452602,0.45,37.359210980085294,65.14152420474869,4.530572811266519,10.592579201337134
2010-02-22,35.18506265069323,0.0,10.714225143023492,1.1475587474416744,0.45,28.253734003887388,51.767849257534905,5.030418164320149,15.384693144926409
2010-02-23,27.455192920579066,0.0,0.0,0.7168143933887112,0.45,33.83508949486804,63.44468772857284,3.0004574463934346,12.288652943452073
2010-02-24,31.534062441455543,0.0,9.575677156576747,0.6497619172694076,0.55,34.23336788434142,52.83119849010328,3.0911041883719568,6.593303905785286
2010-02-25,33.764806175158746,0.0,9.146262411920555,0.5,0.65,28.696959485437745,82.350384430547,1.8486802481547704,12.67871162551244
2010-02-26,27.277315148193228,0.0,0.0,0.638679506845742,0.45,36.796489720621736,56.2107059008967,2.1860086515389003,11.303685206365374
2010-02-27,24.324583633373905,0.0,0.0,0.5,0.45,15.768402541255563,90.11083917288516,2.3874949790314743,11.850146887763104
2010-02-28,29.23263536734109,0.0,10.514233740112559,0.9912094686906305,0.55,24.29243266265391,60.280173866362965,5.164410101756896,11.262761268428601
2010-03-01,30.334180047126296,0.0,6.6290257917263435,0.9968011866057311,0.95,25.920009433482978,51.79484244117676,2.892193821283839,23.22818566642675
2010-03-02,37.05324818850628,12.442667746364037,0.0,0.8817636968801423,0.65,26.48906446842108,41.50828035610488,1.0167405650399872,24.478751114213523
2010-03-03,27.464093493894207,0.0,0.0,1.3197638541816366,0.45,32.355878303225445,33.3566713891346,3.3830315131680053,21.132212649034614
2010-03-04,23.887093869570343,0.0,0.0,1.2778311922068397,0.65,32.20910606671194,40.12836573405765,4.239435186933414,18.642755251447365
2010-03-05,20.661319112719777,0.0,0.0,1.1160871598580462,0.75,32.81062796030867,41.80590536254015,2.9618829460176075,19.83465118076332
2010-03-06,21.525525971986827,0.0,5.486739634614891,1.2470694267601485,0.95,33.90022093525792,60.92230030618265,5.203820159590484,20.078398466310514
2010-03-07,22.300198244553393,0.0,5.264348551734478,1.0747753095111676,0.95,26.245785850794185,47.107519434097185,4.166263000898847,16.790279840540652
2010-03-08,32.137615337567034,14.555499428380413,0.0,0.6771946592319362,0.45,24.979257793989763,57.803905788317465,1.4263069051682198,22.31571459428494
2010-03-09,39.086860190701536,14.189653101826561,0.0,0.6555272144135402,0.45,33.122878291892654,74.2296754356503,2.172850781405397,21.840169295441864
2010-03-10,28.253298445715956,0.0,0.6896479048730599,1.1399391118983007,0.55,28.058552508934152,53.6828747254772,3.3393394221369133,26.161764959106694
2010-03-11,29.97124551697751,0.0,6.691035887777533,0.5,0.95,23.42304160895211,86.18735047700207,0.5007161429600893,25.021399121153898
2010-03-12,31.255859297726335,0.0,6.905872653067019,1.1968882098049174,0.75,36.19509371093666,37.36283529491203,3.504535106205922,17.257300329639477
2010-03-13,30.865986709822412,0.0,5.667878183297869,0.7644010964132584,0.75,38.37407011193044,52.74124677437608,0.35762635911802754,23.281193498035858
2010-03-14,26.19665980617294,0.0,0.0,1.2443176004005636,0.75,39.24176832276472,46.91030614583532,4.535150183346765,16.196186467622113
2010-03-15,22.674612755810802,0.0,0.0,1.061624787935113,0.85,32.445603770325135,69.04759909085512,4.360910527187563,22.783728403763398
2010-03-16,24.10138094143616,0.0,5.9628983909767195,1.414444240047449,0.55,34.69200874578357,21.403125544508185,3.7571720413726064,17.93354320495957
2010-03-17,31.43531065823823,9.759337826095848,2.6529907560195536,0.9838407422735513,0.55,38.46063895553256,33.35327066233283,1.9861824534715329,15.906987106497663
2010-03-18,31.413469654655497,0.0,6.204695365099334,1.0118854842327567,0.45,28.450320426431375,53.389797663235555,3.2553042369203085,21.120181370789616
2010-03-19,26.937020448198325,0.0,0.0,0.5,0.55,37.25402763878553,78.2706658151424,2.2299337687280265,9.301731487383437
2010-03-20,27.85377382402203,0.0,5.134781438903974,0.5347347967432003,0.45,33.117985722440245,58.38762751055961,1.4537770838249005,12.996097702379089
2010-03-21,28.758832859269084,0.0,5.615278070437755,1.1578269670645747,0.45,36.34704167676952,34.726788186036494,2.4918854823428838,19.29003246490287
2010-03-22,29.686870487590127,0.0,6.603094684667225,1.351058940297022,0.85,32.74352980709577,37.04250110964655,4.047398304738143,20.329767066539368
2010-03-23,32.54860904445195,0.0,8.285645629030041,0.6978338475485361,0.55,38.32602171626093,80.09484554267429,3.0657212892476413,18.522724919367246
2010-03-24,32.34441637365577,0.0,7.503866065373549,1.2104991491676054,0.55,32.99111323664755,45.68297801805639,5.176064886201635,13.682254805129606
2010-03-25,26.413808783504756,0.0,0.0,1.1033572618160128,0.85,24.479429653536442,40.85554941325354,4.1486708092204125,16.728432631445976
2010-03-26,29.597424205863323,0.0,8.810410611756376,0.9209548918920463,0.85,39.18185525575293,77.1605884094629,3.9880362208584277,21.564837308949574
2010-03-27,26.362681785276994,0.0,0.0,0.5,0.55,27.20452536407896,70.16645508380486,0.586610175831594,22.32712708251345
2010-03-28,29.919807327131412,0.0,8.784651506983806,0.7183543815558824,0.55,38.22448101269136,74.11089464900193,2.5722622047670827,19.935107529616236
2010-03-29,26.46064966525632,0.0,0.0,1.038170953693226,0.45,31.522035323879944,40.74937179601275,1.4034413843487006,24.627335124147955
2010-03-30,29.999004433608036,0.0,9.413209907356924,1.3469041471389906,0.65,37.86440913754417,32.12341538478459,2.7254956805641437,21.589588093836937
2010-03-31,32.08692097628135,0.0,7.747178831270759,0.7605969867567872,0.95,37.66634318673066,56.99749734044058,1.9600858141152648,17.01017738416715
2010-04-01,26.945906061976615,0.0,0.0,0.815849076590192,0.45,34.14839989137577,60.02689199610496,2.433592570413092,18.87799178635353
2010-04-02,26.38450444068771,0.0,3.8753925725477902,1.0311405926694475,0.75,34.54258398549756,60.469027055572475,4.591744098560776,14.388535371168581
2010-04-03,23.12836156525791,0.0,0.0,0.8235899084813696,0.75,34.11230967251021,77.17275903458503,3.7128748935087508,19.56744403843433
2010-04-04,25.07061205146939,0.0,6.9471848612703635,1.4696953895623142,0.65,21.92633902546818,28.993493649876278,4.5106716434724525,24.448402476885356
2010-04-05,30.247781009951236,9.61345088977114,0.0,0.5128453607122965,0.95,32.58044825034135,67.89542576946648,0.5989753364760215,22.741160338843873
2010-04-06,34.60726849654681,6.256978951529575,4.433493415327526,1.2628833238137172,0.85,26.39885072829445,38.55062433779023,3.0869620449234954,25.60803730367649
2010-04-07,26.926604787325285,0.0,0.0,1.0193139828756483,0.75,32.82252473627001,67.83602981291261,4.450057472094901,18.788459024804027
2010-04-08,22.993810394787634,0.0,0.0,1.458981075064853,0.85,26.2363403790909,47.87564943217934,5.259443872330733,25.38439917805703
2010-04-09,24.153884309032417,0.0,5.355876967588649,0.6558267905505163,0.85,26.00780878654377,42.79042306164233,0.6778674154612605,19.22678309420812
2010-04-10,33.66256851938658,14.71740126602967,0.0,1.3015965219284822,0.45,39.93581314870406,45.851459395761964,2.472774545758245,25.886340330279577
2010-04-11,36.96559221933525,12.600977971551323,0.0,1.5230874522251259,0.85,37.23401284294435,33.315846988351566,4.551340011007144,19.912573010231505
